label,log
8,[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.8.0:compile (default-compile) on project tycho-p2-extras-plugin: Compilation failure
3,configure: error: Package requirements (blockdev >= 2.25) were not met: Package dependency requirement 'blockdev >= 2.25' could not be satisfied. Package 'blockdev' has version '2.24'  required version is '>= 2.25'
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
4,error: array bound is not an integer constant before ']' token
2,1 tests of 213 FAILED
1,configure: error: Package requirements (libpcre2-8) were not met: Package 'libpcre2-8'  required by 'virtual:world'  not found
10,error: %prein(fipscheck-1.5.0-7.oe1.riscv64) scriptlet failed  signal 6 error: fipscheck-1.5.0-7.oe1.riscv64: install failed
3,meson.build:77:0: ERROR: Invalid version of dependency  need 'epoxy' ['>= 1.5.4'] found '1.5.3'.
2,make[3]: *** [Makefile:741: test-suite.log] Error 1 make[2]: *** [Makefile:849: check-TESTS] Error 2
1,ModuleNotFoundError: No module named 'giscanner._giscanner'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'six'
1,ModuleNotFoundError: No module named 'six'
7,Job seems to be stuck here  killed. (after 28800 seconds of inactivity)
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
1,ModuleNotFoundError: No module named 'javapackages'
3,Package dependency requirement 'inputproto >= 2.3.99.1' could not be satisfied. Package 'inputproto' has version '2.3.2'  required version is '>= 2.3.99.1'
4,error: two or more data types in declaration specifiers
1,ModuleNotFoundError: No module named 'javapackages'
1,"[ 1028s] [ERROR] Cannot resolve project dependencies:
[ 1028s] [ERROR]   Software being installed: org.eclipse.egit.core 5.4.0.201906121030-r
[ 1028s] [ERROR]   Missing requirement: org.eclipse.egit.core 5.4.0.201906121030-r requires 'java.package; org.eclipse.jgit.annotations [5.4.0,5.5.0)' but it could not be found
[ 1028s] [ERROR] 
[ 1028s] [ERROR] See http://wiki.eclipse.org/Tycho/Dependency_Resolution_Troubleshooting for help.
[ 1028s] [ERROR] Cannot resolve dependencies of MavenProject: org.eclipse.egit:org.eclipse.egit.core:5.4.0.201906121030-r @ /home/abuild/rpmbuild/BUILD/egit-5.4.0.201906121030-r/org.eclipse.egit.core/pom.xml: See log for details -> [Help 1]
[ 1028s] [ERROR] 
[ 1028s] [ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.
[ 1028s] [ERROR] Re-run Maven using the -X switch to enable full debug logging.
[ 1028s] [ERROR] 
[ 1028s] [ERROR] For more information about the errors and possible solutions, please read the following articles:
[ 1028s] [ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MavenExecutionException"
3,"[ 1612s] cc1: error: unrecognized command-line option ‘-m32’
[ 1612s] cc1: error: ‘-march=i586’: ISA string must begin with rv32 or rv64
[ 1612s] cc1: error: unrecognized command-line option ‘-malign-double’
[ 1612s] cc1: error: requested ABI requires ‘-march’ to subsume the ‘D’ extension
[ 1612s] cc1: error: ABI requires ‘-march=rv64’"
3,"[ 1308s] cc1: error: '-march=native': ISA string must begin with rv32 or rv64
[ 1308s] cc1: error: requested ABI requires '-march' to subsume the 'D' extension
[ 1308s] cc1: error: ABI requires '-march=rv64'"
5,[30082s] cp: cannot stat '/home/abuild/rpmbuild/BUILD/output/gcc_arm64le/gcc_arm64le.tar.gz': No such file or directory
8,"[ERROR] [ERROR] Some problems were encountered while processing the POMs:
[ 2561s] [ERROR] Unresolveable build extension: Plugin org.apache.felix:maven-bundle-plugin:2.5.0 or one of its dependencies could not be resolved: Failed to read artifact descriptor for org.apache.felix:maven-bundle-plugin:jar:2.5.0 @"
9,"[ERROR] Failed to execute goal on project hive-upgrade-acid: Could not resolve dependencies for project org.apache.hive:hive-upgrade-acid:jar:3.1.3: The following artifacts could not be resolved: org.apache.hive:hive-metastore:jar:2.3.3, it.unimi.dsi:fastutil:jar:6.5.6, org.apache.hive:hive-exec:jar:2.3.3, org.codehaus.groovy:groovy-all:jar:2.4.4, org.apache.calcite:calcite-core:jar:1.10.0: Could not transfer artifact org.apache.hive:hive-metastore:jar:2.3.3 from/to aliyun (http://maven.aliyun.com/repository/central/): GET request of: org/apache/hive/hive-metastore/2.3.3/hive-metastore-2.3.3.jar from aliyun failed: Premature end of Content-Length delimited message body (expected: 8,118,485; received: 5,554,716) -> [Help 1]"
1,"[ 1074s] CMake Warning (dev) at util/CMakeLists.txt:29 (add_dependencies):
[ 1074s]   Policy CMP0046 is not set: Error on non-existent dependency in
[ 1074s]   add_dependencies.  Run ""cmake --help-policy CMP0046"" for policy details.
[ 1074s]   Use the cmake_policy command to set the policy and suppress this warning.
[ 1077s] /home/abuild/rpmbuild/BUILD/hyperscan-5.4.0/src/util/intrinsics.h:75:2: error: #error no intrinsics file
[ 1077s]    75 | #error no intrinsics file"
4,"[  943s] /home/abuild/rpmbuild/BUILD/i40e-2.22.8/src/i40e_txrx.c: In function 'i40e_process_skb_fields':
[  943s] /home/abuild/rpmbuild/BUILD/i40e-2.22.8/src/i40e_txrx.c:2337:38: error: 'rx_ptype' undeclared (first use in this function); did you mean '_ctype'?
[  943s]  2337 |  i40e_rx_hash(rx_ring, rx_desc, skb, rx_ptype);
[  943s]       |                                      ^~~~~~~~
[  943s]       |                                      _ctype
[  943s] /home/abuild/rpmbuild/BUILD/i40e-2.22.8/src/i40e_txrx.c:2337:38: note: each undeclared identifier is reported only once for each function it appears in"
5,"[ 1409s] ./include/linux/compiler.h:246:10: fatal error: asm/rwonce.h: No such file or directory
[ 1409s]   246 | #include <asm/rwonce.h>
[ 1409s]       |          ^~~~~~~~~~~~~~
[ 1409s] compilation terminated."
5,"/home/abuild/rpmbuild/BUILDROOT/imageTailor-1.0.4-1.oe2303.riscv64/opt/imageTailor
[ 1189s] /usr/bin/cp: cannot stat 'conf/riscv64/*': No such file or directory"
10,"[17627s] ====patch 0035-add-riscv64-support.patch======
[17627s] + patch -p1 -F1 -s
[17627s] /usr/bin/patch: **** malformed patch at line 40182:"
1,"[ 792s] CMake Error at cmake/CMakeTestLLAsmCompiler.cmake:40 (message): [ 792s] The LLAsm compiler ""/usr/bin/llvm-as"" is not able to compile a simple test [ 792s] program."
5,"[ 1167s] CMake Error at /home/abuild/rpmbuild/BUILD/llvm-bolt-0/bolt/src/Target/CMakeLists.txt:3 (add_subdirectory):
[ 1167s]   add_subdirectory given source ""WebAssembly"" which is not an existing
[ 1167s]   directory.
[ 1167s] 
[ 1167s] 
[ 1167s] -- Targeting llvm-bolt X86
[ 1167s] -- Targeting llvm-bolt XCore
[ 1167s] CMake Error at /home/abuild/rpmbuild/BUILD/llvm-bolt-0/bolt/src/Target/CMakeLists.txt:3 (add_subdirectory):
[ 1167s]   add_subdirectory given source ""XCore"" which is not an existing directory.
[ 1167s] 
[ 1167s] 
[ 1167s] fatal: not a git repository (or any of the parent directories): .git"
3,"[ 1050s] Error: unsupported machine: riscv64.
[ 1050s] Only x86, x86_64, arm, loongarch and aarch64 are supported."
9,"[ERROR] Failed to execute goal on project mybatis: Could not resolve dependencies for project org.mybatis:mybatis:jar:3.5.8: The following artifacts could not be resolved: net.bytebuddy:byte-buddy:jar:1.12.1, org.assertj:assertj-core:jar:3.21.0, org.testcontainers:testcontainers:jar:1.16.2: Could not transfer artifact net.bytebuddy:byte-buddy:jar:1.12.1 from/to aliyun (http://maven.aliyun.com/repository/central/): GET request of: net/bytebuddy/byte-buddy/1.12.1/byte-buddy-1.12.1.jar from aliyun failed: Premature end of Content-Length delimited message body (expected: 3,722,826; received: 1,784,517) -> [Help 1]"
1,"[  810s] Cannot find appropriate system libraries for WITH_SSL=system.
[  810s] Make sure you have specified a supported SSL version."
5,[ 1081s] /usr/bin/strip: 'tests/keycard/libswsds_riscv64.so': No such file
5,"[ 1019s] error: File not found: /home/abuild/rpmbuild/BUILDROOT/oemaker-2.0.4-9.oe2303.riscv64/etc/isocut/rpmlist
[ 1019s] error: File not found: /home/abuild/rpmbuild/BUILDROOT/oemaker-2.0.4-9.oe2303.riscv64/etc/isocut/anaconda-ks.cfg"
1,[ 1402s] Compiler error reporting is too harsh for ./configure (perhaps remove -Werror). [ 1402s] ** ./configure aborting.
4,"[  823s] /home/abuild/rpmbuild/BUILD/pin-gcc-client-0.4.1/include/Dialect/PluginDialect.td:48:39: error: Couldn't find class 'OpTrait'
[  823s] class Plugin_Op<string mnemonic, list<OpTrait> traits = []> :
[  823s]                                       ^
[  823s] Included from /home/abuild/rpmbuild/BUILD/pin-gcc-client-0.4.1/include/Dialect/PluginOps.td:23:
[  823s] /home/abuild/rpmbuild/BUILD/pin-gcc-client-0.4.1/include/Dialect/PluginDialect.td:48:46: error: unknown class name
[  823s] class Plugin_Op<string mnemonic, list<OpTrait> traits = []> :"
4,"[ 1644s] /home/abuild/rpmbuild/BUILD/pin-server-0.4.0/include/Dialect/PluginDialect.td:46:39: error: Couldn't find class 'OpTrait'
[ 1644s] class Plugin_Op<string mnemonic, list<OpTrait> traits = []> :
[ 1644s]                                       ^
[ 1644s] Included from /home/abuild/rpmbuild/BUILD/pin-server-0.4.0/include/Dialect/PluginOps.td:21:
[ 1644s] /home/abuild/rpmbuild/BUILD/pin-server-0.4.0/include/Dialect/PluginDialect.td:46:46: error: unknown class name
[ 1644s] class Plugin_Op<string mnemonic, list<OpTrait> traits = []> :"
6,"[228933s] -- Installing: /home/abuild/rpmbuild/BUILD/rustc-1.66.1-src/build/riscv64gc-unknown-linux-gnu/llvm/bin/llvm-objdump
[228960s] /.build/build-vm: line 472: echo: write error: No space left on device"
1,"[  563s] Current Platform: ARM Trustzone, iTrustee SDK PATH:/opt/itrustee_sdk
[  563s] CMake Error at CMakeLists.txt:60 (message):
[  563s]   Please provide the correct iTrusteeSDK path"
1,[70873s] clang-15: error: linker command failed with exit code 1 (use -v to see invocation)
1,"[ 2680s] ERROR: pkg-config reported DPDK libdir /usr/local/lib64 is out of the directory specified with --with-dpdk=
[ 2680s] ERROR: do you have another DPDK installed in the system?"
4,"[  799s] /home/abuild/rpmbuild/BUILD/SPIRV-Tools-2022.1/source/val/validate_builtins.cpp:4010:10: error: enumeration value 'SpvBuiltInCullMaskKHR' not handled in switch [-Werror=switch]
[  799s] cc1plus: all warnings being treated as errors
[  799s] ninja: build stopped: subcommand failed."
7,[ 1532s]      [java] error(10):  internal error: org.antlr.tool.Grammar.createLookaheadDFA(Grammar.java:1279): could not even do k=1 for decision 26; reason: timed out (>1000ms)
5,"[  654s] Starting local Bazel server and connecting to it...
[  654s] FATAL: Cannot get start time of process 16075: (error: 2): No such file or directory"
4,"[31876s] 501:11.82 /home/abuild/rpmbuild/BUILD/obj/dist/include/mozilla/webrender/webrender_ffi_generated.h:24:33: error: redefinition of 'ROOT_CLIP_CHAIN'
[31876s] 501:11.82 constexpr static const uint64_t ROOT_CLIP_CHAIN = ~0;"
3,"[ 1404s] error: failed to run custom build command for `wasmtime-fiber v0.30.0`
[ 1404s] 
[ 1404s] Caused by:
[ 1404s]   process didn't exit successfully: `/home/abuild/rpmbuild/BUILD/target/release/build/wasmtime-fiber-9c950bd6d400bc19/build-script-build` (exit status: 101)
[ 1404s]   --- stderr
[ 1404s]   thread 'main' panicked at 'wasmtime doesn't support fibers on platform: riscv64gc-unknown-linux-gnu', /home/abuild/rpmbuild/BUILD/vendor/wasmtime-fiber/build.rs:17:9"
